date,title,link,category,subcat,source,code
12/09/13,CAD can be contained at $70 billion this fiscal: Raghuram Rajan,http://www.financialexpress.com/news/cad-can-be-contained-at-70-billion-this-fiscal-raghuram-rajan/1180190,miscellaneous,,financialexpress,4
11/09/13,Rupee recovery can be attributed to RBI measures: Agam Gupta  StanChart Bank,http://www.economictimes.indiatimes.com/opinion/interviews/rupee-recovery-can-be-attributed-to-rbi-measures-agam-gupta-stanchart-bank/articleshow/22484233.cms,miscellaneous,,economictimes,4
11/09/13,RBI allows FIIs to buy shares in IDFC,http://www.financialexpress.com/news/rbi-allows-fiis-to-buy-shares-in-idfc/1167897,miscellaneous,,financialexpress,4
11/09/13,Will be tough on unregistered NBFCs  surrogate deposits: RBI,http://www.economictimes.indiatimes.com/news/economy/finance/will-be-tough-on-unregistered-nbfcs-surrogate-deposits-rbi/articleshow/22494532.cms,miscellaneous,,economictimes,4
11/09/13,Poor can also open zero balance account in foreign banks: RBI,http://www.economictimes.indiatimes.com/news/economy/policy/poor-can-also-open-zero-balance-account-in-foreign-banks-rbi/articleshow/22491670.cms,miscellaneous,,economictimes,4
11/09/13,Indian rupee is sacred  don't tarnish it  warns RBI,http://www.financialexpress.com/news/indian-rupee-is-sacred-dont-tarnish-it-warns-rbi/1167797,miscellaneous,,financialexpress,4
11/09/13,Don't use currency notes for making garlands: RBI,http://www.economictimes.indiatimes.com/news/economy/policy/dont-use-currency-notes-for-making-garlands-rbi/articleshow/22487085.cms,miscellaneous,,economictimes,4
10/09/13,Bhadrak villagers air problems to RBI guv,http://timesofindia.indiatimes.com//city/bhubaneswar/Bhadrak-villagers-air-problems-to-RBI-guv/articleshow/18423944.cms,miscellaneous,bhubaneswar,timesofindia,4
10/09/13,RBI relaxes KYC norms for UCBs to cater to foreign students,http://www.economictimes.indiatimes.com/industry/banking/finance/banking/rbi-relaxes-kyc-norms-for-ucbs-to-cater-to-foreign-students/articleshow/22465472.cms,miscellaneous,,economictimes,4
10/09/13,RBI allows banks to borrow overseas up to 100% of capital,http://www.economictimes.indiatimes.com/industry/banking/finance/banking/rbi-allows-banks-to-borrow-overseas-up-to-100-of-capital/articleshow/22464337.cms,miscellaneous,,economictimes,4
10/09/13,Corporate investment may dip in FY 2014: RBI,http://www.economictimes.indiatimes.com/news/economy/finance/corporate-investment-may-dip-in-fy-2014-rbi/articleshow/22466212.cms,miscellaneous,,economictimes,4
10/09/13,RBI announcements are propelling the market rally: Sudip Bandyopadhyay,http://www.economictimes.indiatimes.com/markets/stocks/views/recommendations/rbi-announcements-are-propelling-the-market-rally-sudip-bandyopadhyay/articleshow/22460946.cms,miscellaneous,,economictimes,4
09/09/13,SBI all praise for RBI Governor Raghuram Rajan's 'game-changer' focus on mobile phone banking,http://www.financialexpress.com/news/sbi-all-praise-for-rbi-governor-raghuram-rajans-gamechanger-focus-on-mobile-phone-banking/1166733,miscellaneous,,financialexpress,4
09/09/13,RBI allows cash withdrawal of up to Rs 1 000,http://archive.indianexpress.com/news/rbi-allows-cash-withdrawal-of-up-to-rs-1000/1166438/,miscellaneous,,indianexpress,4
09/09/13,SBI report welcomes RBI Governor Raghuram Rajan's focus on mobile banking,http://www.economictimes.indiatimes.com/industry/banking/finance/banking/sbi-report-welcomes-rbi-governor-raghuram-rajans-focus-on-mobile-banking/articleshow/22439512.cms,miscellaneous,,economictimes,4
09/09/13,RBI sets target of opening 800 new bank branches in HP by FY15,http://www.economictimes.indiatimes.com/industry/banking/finance/banking/rbi-sets-target-of-opening-800-new-bank-branches-in-hp-by-fy15/articleshow/22441302.cms,miscellaneous,,economictimes,4
09/09/13,RBI query on temples' gold stocks sparks protest in Kerala,http://www.economictimes.indiatimes.com/news/politics-and-nation/rbi-query-on-temples-gold-stocks-sparks-protest-in-kerala/articleshow/22436036.cms,miscellaneous,,economictimes,4
09/09/13,Raghuram Rajan?s call for coordinated global monetary policy is a distant dream,http://www.financialexpress.com/news/raghuram-rajan-s-call-for-coordinated-global-monetary-policy-is-a-distant-dream/1280595,miscellaneous,,financialexpress,4
09/09/13,Can finance CAD without dipping much into reserves: Raghuram Rajan,http://www.economictimes.indiatimes.com/news/economy/finance/can-finance-cad-without-dipping-much-into-reserves-raghuram-rajan/articleshow/22831119.cms,miscellaneous,,economictimes,4
09/09/13,Inflation worrisome  WPI to be higher than projected: Raghuram Rajan,http://www.financialexpress.com/news/inflation-worrisome-wpi-to-be-higher-than-projected-raghuram-rajan/1171810,miscellaneous,,financialexpress,4
08/09/13,RBI issues norms to use dollar-rupee swap wi,http://archive.indianexpress.com/news/rbi-issues-norms-to-use-dollarrupee-swap-wi/1166106/,business,,indianexpress,1
08/09/13,Messiah on Mint Street: Why expectations from RBI Governor Raghuram Rajan are so high,http://www.economictimes.indiatimes.com/news/economy/finance/messiah-on-mint-street-why-expectations-from-rbi-governor-raghuram-rajan-are-so-high/articleshow/22400673.cms,miscellaneous,,economictimes,4
08/09/13,Tarun Gogoi urges RBI governor to open more banks in Assam,http://timesofindia.indiatimes.com//city/guwahati/Tarun-Gogoi-urges-RBI-governor-to-open-more-banks-in-Assam/articleshow/18393146.cms,miscellaneous,guwahati,timesofindia,4
08/09/13,Indian economy needs the FM and the new RBI Guv Raghuram Rajan to match their steps,http://www.economictimes.indiatimes.com/news/economy/indicators/indian-economy-needs-the-fm-and-the-new-rbi-guv-raghuram-rajan-to-match-their-steps/articleshow/22411154.cms,miscellaneous,,economictimes,4
08/09/13,Distance public sector banks from govt: Raghuram Rajan,http://timesofindia.indiatimes.com//business/india-business/Distance-public-sector-banks-from-govt-Raghuram-Rajan/articleshow/35400243.cms,business,india-business,timesofindia,1
08/09/13,Indian rupee falls as Raghuram Rajan rally starts to dissipate,http://www.financialexpress.com/news/indian-rupee-falls-as-raghuram-rajan-rally-starts-to-dissipate/1165489,miscellaneous,,financialexpress,4
07/09/13,RBI steps hit margins  Union Bank of India raises base rate by 25 bps,http://www.financialexpress.com/news/rbi-steps-hit-margins-union-bank-of-india-raises-base-rate-by-25-bps/1165631,miscellaneous,,financialexpress,4
07/09/13,Entrepreneurs appeal to RBI Governor,http://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/entrepreneurs-appeal-to-rbi-governor/article5102911.ece,miscellaneous,,thehindu,4
07/09/13,Micro-finance companies operating sans RBI nod in Vidisha,http://timesofindia.indiatimes.com//city/bhopal/Micro-finance-companies-operating-sans-RBI-nod-in-Vidisha/articleshow/18376306.cms,miscellaneous,bhopal,timesofindia,4
07/09/13,RBI clamps down on easy money for developers,http://archive.indianexpress.com/news/rbi-clamps-down-on-easy-money-for-developers/1165917/,business,latest news,indianexpress,1
07/09/13,To support Rajan at RBI  govt plans borrowin,http://archive.indianexpress.com/news/to-support-rajan-at-rbi-govt-plans-borrowin/1165839/,business,latest news,indianexpress,1
07/09/13,Raghuram Rajan as RBI governor: ET's 'bond-style' depiction strikes a chord with media  readers,http://www.economictimes.indiatimes.com/industry/media/entertainment-/media/raghuram-rajan-as-rbi-governor-ets-bond-style-depiction-strikes-a-chord-with-media-readers/articleshow/22395460.cms,miscellaneous,,economictimes,4
07/09/13,Economy likely to grow by 5.5-6% in 2012-13: Raghuram Rajan  Chief Economic Advisor,http://www.economictimes.indiatimes.com/news/economy/indicators/economy-likely-to-grow-by-5-5-6-in-2012-13-raghuram-rajan-chief-economic-advisor/articleshow/17626544.cms,business,economy,economictimes,1
06/09/13,Non-resident investors can now buy shares under FDI scheme: RBI,http://www.financialexpress.com/news/nonresident-investors-can-now-buy-shares-under-fdi-scheme-rbi/1165636,miscellaneous,,financialexpress,4
06/09/13,Raghuram Rajan has to gain some of the ground that RBI has lost: Will he be market's Ram?,http://www.economictimes.indiatimes.com/news/economy/finance/raghuram-rajan-has-to-gain-some-of-the-ground-that-rbi-has-lost-will-he-be-markets-ram/articleshow/22350723.cms,miscellaneous,,economictimes,4
06/09/13,Rollback of RBI's liquidity curbs likely by October: Barclays,http://www.financialexpress.com/news/rollback-of-rbis-liquidity-curbs-likely-by-october-barclays/1165570,miscellaneous,,financialexpress,4
06/09/13,RBI Governor Raghuram Rajan meets Maharashtra CM; Prithviraj Chavan seeks banking sector help,http://www.economictimes.indiatimes.com/news/economy/policy/rbi-governor-raghuram-rajan-meets-maharashtra-cm-prithviraj-chavan-seeks-banking-sector-help/articleshow/22365517.cms,miscellaneous,,economictimes,4
06/09/13,Measures announced by RBI governor positive for markets: Rajiv Mehta  IIFL,http://www.economictimes.indiatimes.com/opinion/interviews/measures-announced-by-rbi-governor-positive-for-markets-rajiv-mehta-iifl/articleshow/22363717.cms,miscellaneous,,economictimes,4
06/09/13,News about new RBI governor has cheered negative outlook: Anish Damania  IDFC Securities,http://www.economictimes.indiatimes.com/markets/stocks/views/recommendations/news-about-new-rbi-governor-has-cheered-negative-outlook-anish-damania-idfc-securities/articleshow/22363518.cms,miscellaneous,,economictimes,4
06/09/13,Easy monetary policy cause of sickness  not medicine: Raghuram Rajan,http://www.economictimes.indiatimes.com/news/politics-and-nation/easy-monetary-policy-cause-of-sickness-not-medicine-raghuram-rajan/articleshow/33568621.cms,miscellaneous,,economictimes,4
06/09/13,No differences with Finance Ministry on growth: Raghuram Rajan,http://www.economictimes.indiatimes.com/news/economy/policy/no-differences-with-finance-ministry-on-growth-raghuram-rajan/articleshow/31057024.cms,miscellaneous,,economictimes,4
06/09/13,Bad calls no basis to prosecute: Raghuram Rajan,http://timesofindia.indiatimes.com//business/india-business/Bad-calls-no-basis-to-prosecute-Raghuram-Rajan/articleshow/36733125.cms,business,india-business,timesofindia,1
06/09/13,BSE Sensex plunges over 362 pts  Raghuram Rajan's rate hike lingers  SBI shares hit,http://www.financialexpress.com/news/bse-sensex-plunges-over-362-pts-raghuram-rajans-rate-hike-lingers-sbi-shares-hit/1173035,miscellaneous,,financialexpress,4
06/09/13,NDC to take final call on Raghuram Rajan panel report: Planning Commission,http://www.economictimes.indiatimes.com/news/economy/policy/ndc-to-take-final-call-on-raghuram-rajan-panel-report-planning-commission/articleshow/24663088.cms,miscellaneous,,economictimes,4
06/09/13,Will take some time to get back to 9% growth trajectory: Raghuram Rajan,http://www.economictimes.indiatimes.com/opinion/interviews/will-take-some-time-to-get-back-to-9-growth-trajectory-raghuram-rajan/articleshow/19440299.cms,miscellaneous,,economictimes,4
06/09/13,India intends to be friendly to foreign investors: Raghuram Rajan,http://www.financialexpress.com/news/india-intends-to-be-friendly-to-foreign-investors-raghuram-rajan/1083986,business,business,financialexpress,1
06/09/13,Govt to take steps to stem Indian rupee's fall: Raghuram Rajan,http://www.financialexpress.com/news/govt-to-take-steps-to-stem-indian-rupees-fall-raghuram-rajan/1127727,business,FE editor's picks,financialexpress,1
05/09/13,Sahakara Bharati urges RBI to reject Bakshi report,http://www.thehindu.com/todays-paper/tp-national/tp-karnataka/sahakara-bharati-urges-rbi-to-reject-bakshi-report/article5095195.ece,miscellaneous,gulbarga,thehindu,4
05/09/13,Raghuram Rajan: First speech as new RBI Gove,http://archive.indianexpress.com/news/raghuram-rajan-first-speech-as-new-rbi-gove/1164945/,business,economy,indianexpress,1
05/09/13,Star economist takes over RBI amid storm,http://www.thehindu.com/todays-paper/tp-in-school/star-economist-takes-over-rbi-amid-storm/article5094218.ece,miscellaneous,,thehindu,4
05/09/13,Raghuram Rajan: First speech as new RBI Governor,http://www.financialexpress.com/news/raghuram-rajan-first-speech-as-new-rbi-governor/1164945,miscellaneous,,financialexpress,4
05/09/13,RBI's next mid-quarter monetary policy review on September 20,http://www.economictimes.indiatimes.com/news/politics-and-nation/rbis-next-mid-quarter-monetary-policy-review-on-september-20/articleshow/22344689.cms,miscellaneous,,economictimes,4
05/09/13,Dawn of a new era: New Governor Raghuram Rajan says primary role of RBI will be monetary stability,http://www.economictimes.indiatimes.com/news/economy/finance/dawn-of-a-new-era-new-governor-raghuram-rajan-says-primary-role-of-rbi-will-be-monetary-stability/articleshow/22302545.cms,miscellaneous,,economictimes,4
05/09/13,RBI allows banks to issue guarantees for NRI investments,http://www.economictimes.indiatimes.com/news/economy/policy/rbi-allows-banks-to-issue-guarantees-for-nri-investments/articleshow/22343118.cms,miscellaneous,,economictimes,4
05/09/13,Talks on with RBI for including export credit under PSL: Commerce Ministry,http://www.economictimes.indiatimes.com/news/economy/foreign-trade/talks-on-with-rbi-for-including-export-credit-under-psl-commerce-ministry/articleshow/22341126.cms,miscellaneous,,economictimes,4
05/09/13,Dramatic opening by new RBI Governor Raghuram Rajan fires up market hopes,http://www.economictimes.indiatimes.com/markets/stocks/market-news/dramatic-opening-by-new-rbi-governor-raghuram-rajan-fires-up-market-hopes/articleshow/22303993.cms,miscellaneous,,economictimes,4
05/09/13,Praful Patel hopes new RBI chief will cut interest rates,http://www.economictimes.indiatimes.com/news/economy/indicators/praful-patel-hopes-new-rbi-chief-will-cut-interest-rates/articleshow/22332161.cms,miscellaneous,,economictimes,4
05/09/13,NBFCs rally as Rajan reiterates RBI's plan on new bank licences in Jan 2014,http://www.economictimes.indiatimes.com/markets/stocks/stocks-in-news/nbfcs-rally-as-rajan-reiterates-rbis-plan-on-new-bank-licences-in-jan-2014/articleshow/22325230.cms,miscellaneous,,economictimes,4
05/09/13,RBI allows cash withdrawal of upto Rs 1 000/day via prepaid cards,http://www.economictimes.indiatimes.com/news/economy/finance/rbi-allows-cash-withdrawal-of-upto-rs-1000/day-via-prepaid-cards/articleshow/22347022.cms,miscellaneous,,economictimes,4
05/09/13,ICICI Bank  HDFC Bank up nearly 10% as RBI unveils new measures,http://www.economictimes.indiatimes.com/markets/stocks/stocks-in-news/icici-bank-hdfc-bank-up-nearly-10-as-rbi-unveils-new-measures/articleshow/22318230.cms,miscellaneous,,economictimes,4
05/09/13,RBI Guv?s comments have renewed confidence in system: Mahesh Patil  Birla Sunlife MF,http://www.economictimes.indiatimes.com/opinion/interviews/rbi-guvs-comments-have-renewed-confidence-in-system-mahesh-patil-birla-sunlife-mf/articleshow/22324715.cms,miscellaneous,,economictimes,4
05/09/13,NRI deposits: RBI to subsidise banks,http://archive.indianexpress.com/news/nri-deposits-rbi-to-subsidise-banks/1164935/,business,latest news,indianexpress,1
05/09/13,Prepaid cards: RBI allows cash withdrawal of up to Rs 1 000 per day,http://www.financialexpress.com/news/prepaid-cards-rbi-allows-cash-withdrawal-of-up-to-rs-1000-per-day/1165173,miscellaneous,,financialexpress,4
05/09/13,RBI eases FDI norms  allows banks to issue guarantees for NRIs investments,http://www.financialexpress.com/news/rbi-eases-fdi-norms-allows-banks-to-issue-guarantees-for-nris-investments/1165144,miscellaneous,,financialexpress,4
05/09/13,Rupee rallies on new RBI governor Rajan steps,http://www.economictimes.indiatimes.com/markets/forex/rupee-rallies-on-new-rbi-governor-rajan-steps/articleshow/22317678.cms,miscellaneous,,economictimes,4
05/09/13,Meet 'The Guv' Raghuram Rajan: India's new RBI chief gets rock star welcome,http://www.financialexpress.com/news/meet-the-guv-raghuram-rajan-indias-new-rbi-chief-gets-rock-star-welcome/1165051,miscellaneous,,financialexpress,4
05/09/13,Sensex  rupee waltz on new RBI Guv Rajan?s commentary,http://www.economictimes.indiatimes.com/markets/stocks/market-news/sensex-rupee-waltz-on-new-rbi-guv-rajans-commentary/articleshow/22317336.cms,miscellaneous,,economictimes,4
05/09/13,Realtors divided on home-loan circular by RBI,http://www.financialexpress.com/news/realtors-divided-on-homeloan-circular-by-rbi/1164717,miscellaneous, Real Estate,financialexpress,4
05/09/13,Bank stocks cheer RBI measures  surge over 21%,http://www.economictimes.indiatimes.com/markets/stocks/stocks-in-news/bank-stocks-cheer-rbi-measures-surge-over-21/articleshow/22338336.cms,miscellaneous,,economictimes,4
05/09/13,2 931 companies at India Inc record 2% fall in net profit in 2012-13: RBI,http://www.financialexpress.com/news/2931-companies-at-india-inc-record-2-fall-in-net-profit-in-201213-rbi/1165141,miscellaneous,,financialexpress,4
05/09/13,High interest rates will help in long run: Raghuram Rajan,http://www.financialexpress.com/news/high-interest-rates-will-help-in-long-run-raghuram-rajan/1279284,miscellaneous,,financialexpress,4
05/09/13,Growth  inflation  deficits key challenges for new govt: Raghuram Rajan,http://www.financialexpress.com/news/growth-inflation-deficits-key-challenges-for-new-govt-raghuram-rajan/1251139,miscellaneous,,financialexpress,4
05/09/13,Raghuram Rajan sees no disruption to economic policies due to polls,http://www.economictimes.indiatimes.com/news/economy/policy/raghuram-rajan-sees-no-disruption-to-economic-policies-due-to-polls/articleshow/30968198.cms,miscellaneous,,economictimes,4
05/09/13,Indian rupee hitting 45-50 to US dollar may impinge on exports: Raghuram Rajan,http://www.financialexpress.com/news/indian-rupee-hitting-4550-to-us-dollar-may-impinge-on-exports-raghuram-rajan/1237767,miscellaneous,,financialexpress,4
05/09/13,Raghuram Rajan may leave interest rates unchanged,http://www.economictimes.indiatimes.com/news/economy/policy/raghuram-rajan-may-leave-interest-rates-unchanged/articleshow/32987449.cms,miscellaneous,,economictimes,4
05/09/13,Inflation a destructive disease: Raghuram Rajan,http://www.economictimes.indiatimes.com/news/economy/indicators/inflation-a-destructive-disease-raghuram-rajan/articleshow/29258874.cms,miscellaneous,,economictimes,4
05/09/13,Raghuram Rajan hints at no change in rates,http://timesofindia.indiatimes.com//business/india-business/Raghuram-Rajan-hints-at-no-change-in-rates/articleshow/31077683.cms,business,india-business,timesofindia,1
05/09/13,Raghuram Rajan keeps interest rates on hold  creates space for Arun Jaitley's Budget,http://www.financialexpress.com/news/raghuram-rajan-keeps-interest-rates-on-hold-creates-space-for-arun-jaitley-s-budget/1257039,miscellaneous,,financialexpress,4
05/09/13,Raghuram Rajan says economy can overcome challenges,http://www.economictimes.indiatimes.com/news/economy/policy/raghuram-rajan-says-economy-can-overcome-challenges/articleshow/21704239.cms,miscellaneous,,economictimes,4
05/09/13,Raghuram Rajan effect fuels Karnataka Bank  Lakshmi Vilas Bank  Dhanalaxmi Bank shares,http://www.financialexpress.com/news/raghuram-rajan-effect-fuels-karnataka-bank-lakshmi-vilas-bank-dhanalaxmi-bank-shares/1182506,miscellaneous,,financialexpress,4
05/09/13,Food inflation worryingly high: Raghuram Rajan,http://www.economictimes.indiatimes.com/news/economy/indicators/food-inflation-worryingly-high-raghuram-rajan/articleshow/25712815.cms,miscellaneous,,economictimes,4
05/09/13,Raghuram Rajan's mid-quarter monetary policy review: Read full report,http://www.financialexpress.com/news/raghuram-rajans-midquarter-monetary-policy-review-read-full-report/1171749,miscellaneous,,financialexpress,4
05/09/13,Possibility of expenditure cut exists  says Chief Economic Advisor Raghuram Rajan,http://www.economictimes.indiatimes.com/news/economy/indicators/possibility-of-expenditure-cut-exists-says-chief-economic-advisor-raghuram-rajan/articleshow/18715514.cms,miscellaneous,,economictimes,4
05/09/13,After policy move  hope bankers will set rates as per funding cost: Raghuram Rajan,http://www.financialexpress.com/news/after-policy-move-hope-bankers-will-set-rates-as-per-funding-cost-raghuram-rajan/1171954,miscellaneous,,financialexpress,4
05/09/13,Raghuram Rajan tracking rupee 'minute-by-minute'; says its not stable yet,http://www.economictimes.indiatimes.com/news/economy/finance/raghuram-rajan-tracking-rupee-minute-by-minute-says-its-not-stable-yet/articleshow/22816879.cms,miscellaneous,,economictimes,4
05/09/13,Rate hike: Raghuram Rajan wants to be India's Paul Volcker  set to fight inflation  but may get hit by recession,http://www.financialexpress.com/news/rate-hike-raghuram-rajan-wants-to-be-indias-paul-volcker-set-to-fight-inflation-but-may-get-hit-by-recession/1171848,miscellaneous,,financialexpress,4
05/09/13,Need to change regulations that govern business: Raghuram Rajan,http://www.economictimes.indiatimes.com/news/economy/policy/need-to-change-regulations-that-govern-business-raghuram-rajan/articleshow/20617946.cms,miscellaneous,,economictimes,4
05/09/13,5% GDP growth not India's 'potential'  says Raghuram Rajan  stokes anti-CSO row,http://www.financialexpress.com/news/5-gdp-growth-not-india-s-potential-says-raghuram-rajan-stokes-anticso-row/1071460,business,Economy,financialexpress,1
05/09/13,Raghuram Rajan-led panel suggests measures for controlling surging sugar and wheat prices,http://www.economictimes.indiatimes.com/news/economy/policy/raghuram-rajan-led-panel-suggests-measures-for-controlling-surging-sugar-and-wheat-prices/articleshow/16468272.cms,business,economy,economictimes,1
05/09/13,India must not take eurozone crisis lightly: Chief Economic Advisor Raghuram Rajan,http://timesofindia.indiatimes.com//business/india-business/India-must-not-take-eurozone-crisis-lightly-Chief-Economic-Advisor-Raghuram-Rajan/articleshow/15613288.cms,business,india-business,timesofindia,1
04/09/13,Indian rupee gains  heavy RBI hand seen,http://archive.indianexpress.com/news/indian-rupee-gains-heavy-rbi-hand-seen/1164400/,business,latest news,indianexpress,1
04/09/13,Raghuram Rajan says RBI governorship not meant to win Facebook 'likes',http://www.economictimes.indiatimes.com/news/economy/policy/raghuram-rajan-says-rbi-governorship-not-meant-to-win-facebook-likes/articleshow/22296280.cms,miscellaneous,,economictimes,4
04/09/13,RBI diktat to banks on housing loan disbursal,http://www.thehindu.com/todays-paper/tp-business/rbi-diktat-to-banks-on-housing-loan-disbursal/article5091132.ece,business,,thehindu,1
04/09/13,New RBI Governor Raghuram Rajan: Quotes,http://www.financialexpress.com/news/new-rbi-governor-raghuram-rajan-quotes/1164608,miscellaneous,,financialexpress,4
04/09/13,Raghuram Rajan takes charge as new RBI Governor  unveils 'big package'  vows more,http://www.financialexpress.com/news/raghuram-rajan-takes-charge-as-new-rbi-governor-unveils-big-package-vows-more/1164619,miscellaneous,,financialexpress,4
04/09/13,RBI governor Raghuram Rajan says new bank licences to be issued around January,http://www.financialexpress.com/news/rbi-governor-raghuram-rajan-says-new-bank-licences-to-be-issued-around-january/1164597,miscellaneous,,financialexpress,4
04/09/13,RBI eases overseas investment norms for Indi,http://archive.indianexpress.com/news/rbi-eases-overseas-investment-norms-for-indi/1164466/,business,latest news,indianexpress,1
04/09/13,New RBI chief Raghuram Rajan vows to 'ease' norms  stresses Indian economy 'fundamentally sound',http://www.financialexpress.com/news/new-rbi-chief-raghuram-rajan-vows-to-ease-norms-stresses-indian-economy-fundamentally-sound-/1164591,miscellaneous,,financialexpress,4
04/09/13,With a little help from RBI  Raghuram Rajan elevation  Indian rupee soars,http://www.financialexpress.com/news/with-a-little-help-from-rbi-raghuram-rajan-elevation-indian-rupee-soars/1164585,miscellaneous,,financialexpress,4
04/09/13,New RBI governor Raghuram Rajan to step into,http://archive.indianexpress.com/news/new-rbi-governor-raghuram-rajan-to-step-into/1164395/,business,latest news,indianexpress,1
04/09/13,Nothing new in S&P warning of downgrade: Raghuram Rajan  RBI Governor,http://www.economictimes.indiatimes.com/news/economy/indicators/nothing-new-in-sp-warning-of-downgrade-raghuram-rajan-rbi-governor/articleshow/22296154.cms,miscellaneous,,economictimes,4
04/09/13,Warning bell: RBI red flags 20:80 home loan schemes,http://www.economictimes.indiatimes.com/articleshow/22270286.cms,miscellaneous,,economictimes,4
04/09/13,Realty stocks fall up to 8% on RBI move on h,http://archive.indianexpress.com/news/realty-stocks-fall-up-to-8--on-rbi-move-on-h/1164486/,business,latest news,indianexpress,1
04/09/13,RBI opens special window for swapping foreign currency deposit,http://www.economictimes.indiatimes.com/news/economy/finance/rbi-opens-special-window-for-swapping-foreign-currency-deposit/articleshow/22292910.cms,miscellaneous,,economictimes,4
04/09/13,With a little help from RBI  Raghuram Rajan ,http://archive.indianexpress.com/news/with-a-little-help-from-rbi-raghuram-rajan-/1164585/,business,latest news,indianexpress,1
04/09/13,Don?t make up-front disbursals for incomplete projects: RBI,http://www.financialexpress.com/news/don-t-make-upfront-disbursals-for-incomplete-projects-rbi/1164360,miscellaneous,,financialexpress,4
04/09/13,RBI revises gold import norms,http://www.thehindu.com/todays-paper/tp-business/rbi-revises-gold-import-norms/article5091135.ece,business,,thehindu,1
04/09/13,New RBI governor Raghuram Rajan to step into eye of rupee storm,http://www.financialexpress.com/news/new-rbi-governor-raghuram-rajan-to-step-into-eye-of-rupee-storm/1164395,miscellaneous,,financialexpress,4
04/09/13,Hope RBI Governor Raghuram Rajan will cut rates  improve credit flow: India Inc,http://www.economictimes.indiatimes.com/news/economy/finance/hope-rbi-governor-raghuram-rajan-will-cut-rates-improve-credit-flow-india-inc/articleshow/22294008.cms,miscellaneous,,economictimes,4
04/09/13,RBI intervenes aggressively to support faltering rupee,http://www.financialexpress.com/news/rbi-intervenes-aggressively-to-support-faltering-rupee/1164460,miscellaneous,,financialexpress,4
04/09/13,?Looking forward to see how RBI functions in,http://archive.indianexpress.com/news/-looking-forward-to-see-how-rbi-functions-in/1164239/,business,,indianexpress,1
04/09/13,RBI to liberalise branch licencing policy,http://www.economictimes.indiatimes.com/news/economy/policy/rbi-to-liberalise-branch-licencing-policy/articleshow/22293923.cms,miscellaneous,,economictimes,4
04/09/13,Rajan set to take over as RBI Guv tomorrow,http://archive.indianexpress.com/news/rajan-set-to-take-over-as-rbi-guv-tomorrow/1164236/,business,,indianexpress,1
04/09/13,Raghuram Rajan says RBI governorship not mea,http://archive.indianexpress.com/news/raghuram-rajan-says-rbi-governorship-not-mea/1164641/,business,economy,indianexpress,1
04/09/13,RBI intervenes aggressively to support falte,http://archive.indianexpress.com/news/rbi-intervenes-aggressively-to-support-falte/1164460/,business,economy,indianexpress,1
04/09/13,Exporters can re-book 50% of cancelled forwards: RBI,http://www.economictimes.indiatimes.com/news/economy/policy/exporters-can-re-book-50-of-cancelled-forwards-rbi/articleshow/22296602.cms,miscellaneous,,economictimes,4
04/09/13,Realty stocks face selling pressure on RBI move,http://www.financialexpress.com/news/realty-stocks-face-selling-pressure-on-rbi-move/1164669,miscellaneous,,financialexpress,4
04/09/13,Indian rupee recovers  BSE Sensex surges as Raghuram Rajan takes charge at RBI,http://www.financialexpress.com/news/indian-rupee-recovers-bse-sensex-surges-as-raghuram-rajan-takes-charge-at-rbi/1164594,miscellaneous,,financialexpress,4
04/09/13,Realty stocks fall up to 8% on RBI move on home loans,http://www.financialexpress.com/news/realty-stocks-fall-up-to-8-on-rbi-move-on-home-loans/1164486,miscellaneous,,financialexpress,4
04/09/13,Market is looking forward to new RBI governor: K Harihar  FirstRand Bank,http://www.economictimes.indiatimes.com/opinion/interviews/market-is-looking-forward-to-new-rbi-governor-k-harihar-firstrand-bank/articleshow/22289432.cms,miscellaneous,,economictimes,4
04/09/13,No more 80:20  link home loan to stage of building  says RBI,http://www.financialexpress.com/news/no-more-8020-link-home-loan-to-stage-of-building-says-rbi/1164289,miscellaneous, Real Estate,financialexpress,4
04/09/13,Focus on corruption in Lok Sabha elections 'sign of maturity: Raghuram Rajan,http://www.financialexpress.com/news/focus-on-corruption-in-lok-sabha-elections-sign-of-maturity-raghuram-rajan/1238378,miscellaneous,,financialexpress,4
04/09/13,Inflation a destructive disease  no trade-off  price rise must be stopped: Raghuram Rajan,http://www.financialexpress.com/news/inflation-a-destructive-disease-no-tradeoff-price-rise-must-be-stopped-raghuram-rajan/1220190,miscellaneous,,financialexpress,4
04/09/13,Raghuram Rajan's rupee gamble may help lure $30 billion,http://www.economictimes.indiatimes.com/markets/forex/raghuram-rajans-rupee-gamble-may-help-lure-30-billion/articleshow/22351404.cms,miscellaneous,,economictimes,4
04/09/13,Optimistic Janet Yellen & Raghuram Rajan help D-Street recoup losses,http://www.economictimes.indiatimes.com/markets/analysis/optimistic-janet-yellen-raghuram-rajan-help-d-street-recoup-losses/articleshow/25779818.cms,miscellaneous,,economictimes,4
04/09/13,Elections an emerging uncertainty  says Raghuram Rajan,http://www.economictimes.indiatimes.com/news/economy/finance/elections-an-emerging-uncertainty-says-raghuram-rajan/articleshow/28157122.cms,miscellaneous,,economictimes,4
